Actor     Director  Movie     Oscar     Person  

Actor
actor_id    movie_id  
0001001     0319343   
0627878     0319343   
0000799     0319343   
0005460     0319343   
0000115     0368891   
1208167     0368891   
0058581     0368891   
0000293     0368891   
0000685     0368891   
0000163     0095953   
0000129     0095953   
0000420     0095953   
0596520     0095953   
0613789     0095953   
0000148     0118571   
0000198     0118571   
0000335     0118571   
0187724     0118571   
0560093     0118571   
0000158     0112384   
0000200     0112384   
0000102     0112384   
0000641     0112384   
0000438     0112384   
0000206     0133093   
0000401     0133093   
0005251     0133093   
0915989     0133093   
0001592     0133093   
0641314     0101414   
0000913     0101414   
0925369     0101414   
0001583     0101414   
0001773     0101414   
0001282     0120855   
0000378     0120855   
0000335     0120855   
0000306     0120855   
0001329     0120855   
0000128     0268978   
0000438     0268978   
0000124     0268978   
0001626     0268978   
0079273     0268978   
0000250     0299658   
0001876     0299658   
0000152     0299658   
0001451     0299658   
0000604     0299658   
0000633     0094137   
0000430     0094137   
0001101     0094137   
0001802     0094137   
0171513     0094137   
0000134     0212338   
0001774     0212338   
0001632     0212338   
0001100     0212338   
0215015     0212338   
0000126     0102798   
0000151     0102798   
0001512     0102798   
0000225     0102798   
0000614     0102798   
0000164     0212985   
0000194     0212985   
0316284     0212985   
0000198     0212985   
0000501     0212985   
0000138     0264464   
0000158     0264464   
0000686     0264464   
0000640     0264464   
0000882     0264464   
0001191     0142342   
0000725     0142342   
0829537     0142342   
0819850     0142342   
0819851     0142342   
0000267     0059742   
0001626     0059742   
0662223     0059742   
0370821     0059742   
0939931     0059742   
0000474     0103776   
0000362     0103776   
0000201     0103776   
0000686     0103776   
0001284     0103776   
0004929     0120623   
0000228     0120623   
0000506     0120623   
0659363     0120623   
0226887     0120623   
0001191     0120484   
0000870     0120484   
0000103     0120484   
0001857     0120484   
0715477     0120484   
0000226     0307453   
0000134     0307453   
0000250     0307453   
0085312     0307453   
0001401     0307453   
0000112     0246460   
0000932     0246460   
0827170     0246460   
0683253     0246460   
0950935     0246460   
0000056     0070735   
0000602     0070735   
0001727     0070735   
0001164     0070735   
0001827     0070735   
0000129     0106918   
0000675     0106918   
0000432     0106918   
0001358     0106918   
0455767     0106918   
0001191     0398165   
0001674     0398165   
0000608     0398165   
0625099     0398165   
1664542     0398165   
0413168     0120903   
0001772     0120903   
0005212     0120903   
0000463     0120903   
0005188     0120903   
0001182     0175142   
0792156     0175142   
0601214     0175142   
0046420     0175142   
0334175     0175142   
0000140     0093010   
0000335     0093010   
0000271     0093010   
0490477     0093010   
0659573     0093010   
0000148     0161081   
0000201     0161081   
0769311     0161081   
0608012     0161081   
0001664     0161081   
0000409     0120616   
0001838     0120616   
0001314     0120616   
0903677     0120616   
0640413     0120616   
0344435     0120667   
0004695     0120667   
0262635     0120667   
0004821     0120667   
0573037     0120667   
0001364     0096438   
0000502     0096438   
0001026     0096438   
0281486     0096438   
0443401     0096438   
0000552     0092644   
0001662     0092644   
0039226     0092644   
0001638     0092644   
0001074     0092644   
0000129     0116695   
0000421     0116695   
0000250     0116695   
0000593     0116695   
0005278     0116695   
0005327     0267913   
0001264     0267913   
0000498     0267913   
0004802     0267913   
0000100     0267913   
0001792     0055254   
0314867     0055254   
0061770     0055254   
0200017     0055254   
0942220     0055254   
0000210     0163187   
0000152     0163187   
0000349     0163187   
0001185     0163187   
0001854     0163187   
0000230     0089880   
0001077     0089880   
0621008     0089880   
0000925     0089880   
0630100     0089880   
0000216     0181852   
0001763     0181852   
0000132     0181852   
0518085     0181852   
0028625     0181852   
0002090     0087363   
0000121     0087363   
0001924     0087363   
0564589     0087363   
0391072     0087363   
0000197     0119822   
0000166     0119822   
0001427     0119822   
0000421     0119822   
0000240     0119822   
0000154     0097733   
0000418     0097733   
0000582     0097733   
0000722     0097733   
0640299     0097733   
0000216     0111503   
0000130     0111503   
0000792     0111503   
0000200     0111503   
0000119     0111503   
0153738     0275847   
0761498     0275847   
0000119     0275847   
0001773     0275847   
0567852     0275847   
0004755     0252866   
0002436     0252866   
0004989     0252866   
0005098     0252866   
0005272     0252866   
0000741     0111070   
0187724     0111070   
0001662     0111070   
0005156     0111070   
0472710     0111070   
0000226     0343818   
0005256     0343818   
0876138     0343818   
0000342     0343818   
0339304     0343818   
0000154     0104714   
0000418     0104714   
0000582     0104714   
0000623     0104714   
0934179     0104714   
0908094     0232500   
0004874     0232500   
0735442     0232500   
0108287     0232500   
0950935     0232500   
0000552     0118998   
0001115     0118998   
0001624     0118998   
0001967     0118998   
0771493     0118998   
0000237     0076666   
0331186     0076666   
0587944     0076666   
0129955     0076666   
0660407     0076666   
0365201     0061852   
0001982     0061852   
0697515     0061852   
0001695     0061852   
0001359     0061852   
0000004     0077975   
0001513     0077975   
0006893     0077975   
0089244     0077975   
0001371     0077975   
0065942     0114148   
0474122     0114148   
0000154     0114148   
0001773     0114148   
0440885     0114148   
0000129     0104257   
0000197     0104257   
0000193     0104257   
0000102     0104257   
0000662     0104257   
0004874     0295701   
0000782     0295701   
0190744     0295701   
0000168     0295701   
0740220     0295701   
0504962     0120812   
0000329     0120812   
0929489     0120812   
0002245     0120812   
0514783     0120812   
0231946     0185937   
0502671     0185937   
0931321     0185937   
0341124     0185937   
0454865     0185937   
0000380     0120647   
0000495     0120647   
0000704     0120647   
0000603     0120647   
0000151     0120647   
0000237     0097778   
0000263     0097778   
0001156     0097778   
0001719     0097778   
0001820     0097778   
0000150     0164912   
0000133     0164912   
0491402     0164912   
0005151     0164912   
0001447     0164912   
0000347     0073629   
0000215     0073629   
0000960     0073629   
0639782     0073629   
0703946     0073629   
0000155     0105417   
0001749     0105417   
0001562     0105417   
0538655     0105417   
0926897     0105417   
0019569     0242653   
1470128     0242653   
0048127     0242653   
0063571     0242653   
0068206     0242653   
0000741     0304669   
0593310     0304669   
0472710     0304669   
0005156     0304669   
0001662     0304669   
0000188     0349205   
0001372     0349205   
0005305     0349205   
0919991     0349205   
0240381     0349205   
0001454     0172156   
0000226     0172156   
0003244     0172156   
0005517     0172156   
0001780     0172156   
0000245     0119217   
0000354     0119217   
0000255     0119217   
0001745     0119217   
0000378     0119217   
0000297     0091763   
0000353     0091763   
0000221     0091763   
0001845     0091763   
0005331     0091763   
0000665     0130623   
0005569     0130623   
0001115     0130623   
0143295     0130623   
0659363     0130623   
0000158     0120689   
0001556     0120689   
0001372     0120689   
0003817     0120689   
0000342     0120689   
0000154     0117438   
0000623     0117438   
0634509     0117438   
0000641     0117438   
0005148     0117438   
0000335     0115433   
0001099     0115433   
0000613     0115433   
0687506     0115433   
0491402     0115433   
0000111     0120685   
0000606     0120685   
0001623     0120685   
0000279     0120685   
0242656     0120685   
0387432     0100758   
0000480     0100758   
0656929     0100758   
0785435     0100758   
0286335     0100758   
0000245     0129290   
0518687     0129290   
0005321     0129290   
0000450     0129290   
0348409     0129290   
0000008     0068646   
0000199     0068646   
0001001     0068646   
0144710     0068646   
0000380     0068646   
0000008     0078346   
0000432     0078346   
0001659     0078346   
0000885     0078346   
0178114     0078346   
0000125     0117500   
0000115     0117500   
0000438     0117500   
0817983     0117500   
0001556     0117500   
0103785     0371606   
0005190     0371606   
0461455     0371606   
0001772     0371606   
0781238     0371606   
0001191     0305224   
0000197     0305224   
0000673     0305224   
0350079     0305224   
0521781     0305224   
0002103     0332452   
0004051     0332452   
0428923     0332452   
0549539     0332452   
0808559     0332452   
0000188     0305669   
0001451     0305669   
0506405     0305669   
0687506     0305669   
0005443     0305669   
0051509     0286716   
0000124     0286716   
0000385     0286716   
0524197     0286716   
0000560     0286716   
0000129     0181689   
0268199     0181689   
0004996     0181689   
0001884     0181689   
0608090     0181689   
0001401     0146316   
0000685     0146316   
0322513     0146316   
0852965     0146316   
0185819     0146316   
0000149     0102926   
0000164     0102926   
0001277     0102926   
0372217     0102926   
0505971     0102926   
0001548     0097523   
0001242     0097523   
0833519     0097523   
0840133     0097523   
0114787     0097523   
0000422     0109813   
0001610     0109813   
0001548     0109813   
0005280     0109813   
0001492     0109813   
0000228     0169547   
0000906     0169547   
0000301     0169547   
0004747     0169547   
0002546     0169547   
0000152     0084434   
0000700     0084434   
0001418     0084434   
0005162     0084434   
0089408     0084434   
0000154     0122151   
0000418     0122151   
0000582     0122151   
0000623     0122151   
0001674     0122151   
0000142     0405159   
0005476     0405159   
0000151     0405159   
0059431     0405159   
1591496     0405159   
0004937     0350258   
0913488     0350258   
0005093     0350258   
0694066     0350258   
0502015     0350258   
0000138     0338751   
0000949     0338751   
0000295     0338751   
0000604     0338751   
0000285     0338751   
0000576     0327056   
0000209     0327056   
0000102     0327056   
0000401     0327056   
0001315     0327056   
0000234     0340855   
0000207     0340855   
0001136     0340855   
0855564     0340855   
0179960     0340855   
0000179     0159365   
0000173     0159365   
0000250     0159365   
0040586     0159365   
0322407     0159365   
0004778     0253474   
0470981     0253474   
0277975     0253474   
0513520     0253474   
0288976     0253474   
0000173     0274558   
0000194     0274558   
0000658     0274558   
0226820     0274558   
0001669     0274558   
0000115     0268126   
0000658     0268126   
0177933     0268126   
0786806     0268126   
0842770     0268126   
0000243     0139654   
0000160     0139654   
0001277     0139654   
0000297     0139654   
0950867     0139654   
0000671     0285742   
0801231     0285742   
1102991     0285742   
0005132     0285742   
1102875     0285742   
0000932     0285742   
0001132     0280778   
0000980     0280778   
0000701     0280778   
0095017     0280778   
0934362     0280778   
0000210     0195685   
0109773     0195685   
0225767     0195685   
0001215     0195685   
0735538     0195685   
0001125     0181865   
0889846     0181865   
0154530     0181865   
0005398     0181865   
0587401     0181865   
0000438     0183659   
0001315     0183659   
0101005     0183659   
0000124     0183659   
0001069     0183659   
0005476     0171804   
0001721     0171804   
0765597     0171804   
0786639     0171804   
0329773     0171804   
0001497     0124315   
0000234     0124315   
0005148     0124315   
0748620     0124315   
0000323     0124315   
0000213     0172493   
0001401     0172493   
0245112     0172493   
0005261     0172493   
0005253     0172493   
0000569     0138097   
0001691     0138097   
0001212     0138097   
0929489     0138097   
0640838     0138097   
0000905     0118799   
0000971     0118799   
0243842     0118799   
0082979     0118799   
0518057     0118799   
0000560     0118564   
0000651     0118564   
0000336     0118564   
0000353     0118564   
0002148     0118564   
0001132     0138097   
0000228     0119488   
0000128     0119488   
0001602     0119488   
0000342     0119488   
0000107     0119488   
0000146     0116209   
0000300     0116209   
0000353     0116209   
0000218     0116209   
0004710     0116209   
0001691     0117631   
0104051     0117631   
0865286     0117631   
0371824     0117631   
0706162     0117631   
0000531     0116282   
0000513     0116282   
0000114     0116282   
0696193     0116282   
0001780     0116282   
0000154     0112573   
0732703     0112573   
0492566     0112573   
0625729     0112573   
0181920     0112573   
0000115     0113627   
0000223     0113627   
0001696     0113627   
0507659     0113627   
0001836     0113627   
0000215     0112818   
0000576     0112818   
0698764     0112818   
0000855     0112818   
0000388     0112818   
0000286     0114814   
0000321     0114814   
0001125     0114814   
0001629     0114814   
0000228     0114814   
0086322     0113819   
0147503     0113819   
0149654     0113819   
0209340     0113819   
0227226     0113819   
0000227     0113819   
0001448     0109306   
0000169     0109306   
0000959     0109306   
0811202     0109306   
0000504     0109306   
0000136     0109707   
0001445     0109707   
0000572     0109707   
0000099     0109707   
0000470     0109707   
0000131     0109348   
0912001     0109348   
0001848     0109348   
0802831     0109348   
0000236     0109348   
0000553     0108052   
0001426     0108052   
0000146     0108052   
0328751     0108052   
0755974     0108052   
0000158     0107818   
0000243     0107818   
0561809     0107818   
0453248     0107818   
0278052     0107818   
0000456     0107822   
0000172     0107822   
0000554     0107822   
0001593     0107822   
0907942     0107822   
0000142     0105695   
0000432     0105695   
0000151     0105695   
0001321     0105695   
0941316     0105695   
0000199     0105323   
0000563     0105323   
0714310     0105323   
0000270     0105323   
0000450     0105323   
0000603     0104454   
0000307     0104454   
0071851     0104454   
0000668     0104454   
0768795     0104454   
0000582     0104952   
0001494     0104952   
0000673     0104952   
0925943     0104952   
0001304     0104952   
0000345     0101587   
0827663     0101587   
0456124     0101587   
0923210     0101587   
0000644     0101587   
0001588     0101587   
0000313     0101889   
0117035     0101889   
0000245     0101889   
0518394     0101889   
0001689     0101889   
0000335     0100486   
0000460     0100486   
0798779     0100486   
0001711     0100486   
0353467     0100486   
0001001     0100157   
0000870     0100157   
0002070     0100157   
0827973     0100157   
0000002     0100157   
0000134     0099685   
0000501     0099685   
0000582     0099685   
0000966     0099685   
0000649     0099685   
0000151     0097239   
0001788     0097239   
0000101     0097239   
0526985     0097239   
0738354     0097239   
0000358     0097937   
0002084     0097937   
0924009     0097937   
0792202     0097937   
0188520     0097937   
0000111     0097441   
0000243     0097441   
0000144     0097441   
0000151     0097441   
0448097     0097441   
0000129     0096969   
0488267     0096969   
0000855     0096969   
0442512     0096969   
0262923     0096969   
0000534     0094608   
0000149     0094608   
0183464     0094608   
0744235     0094608   
0372475     0094608   
0000092     0095159   
0000130     0095159   
0000177     0095159   
0001589     0095159   
0014883     0095159   
0000458     0094606   
0000678     0094606   
0000133     0094606   
0942195     0094606   
0001773     0094606   
0518821     0093389   
0001040     0093389   
0000564     0093389   
0948078     0093389   
0939378     0093389   
0000221     0094291   
0876645     0094291   
0184429     0094291   
0679406     0094291   
0001525     0094291   
0000140     0094291   
0000333     0093565   
0000115     0093565   
0306696     0093565   
0001156     0093565   
0000732     0093565   
0000126     0094226   
0000125     0094226   
0001747     0094226   
0000412     0094226   
0000134     0094226   
0000056     0090863   
0000129     0090863   
0001512     0090863   
0001726     0090863   
0001806     0090863   
0000458     0090830   
0559144     0090830   
0001453     0090830   
0097842     0090830   
0327160     0090830   
0001347     0091167   
0000402     0091167   
0000323     0091167   
0001201     0091167   
0001848     0091167   
0000658     0089755   
0000602     0089755   
0001970     0089755   
0457655     0089755   
0100942     0089755   
0000458     0089424   
0000471     0089424   
0000968     0089424   
0506784     0089424   
0328604     0089424   
0656183     0090203   
0001334     0090203   
0323344     0090203   
0103071     0090203   
0000360     0090203   
0000747     0088933   
0000979     0088933   
0002025     0088933   
0001133     0088933   
0318527     0088933   
0000197     0089841   
0000678     0089841   
0005162     0089841   
0709907     0089841   
0382676     0089841   
0001378     0089841   
0000719     0086879   
0001371     0086879   
0000931     0086879   
0001003     0086879   
0234541     0086879   
0000398     0087921   
0001080     0087921   
0000438     0087921   
0001496     0087921   
0000518     0087921   
0001832     0087553   
0628955     0087553   
0000518     0087553   
0001696     0087553   
0005266     0087553   
0001114     0087892   
0051856     0087892   
0001919     0087892   
0289038     0087892   
0000027     0087892   
0000511     0086425   
0000700     0086425   
0000197     0086425   
0000362     0086425   
0001099     0086425   
0000380     0086423   
0002128     0086423   
0000990     0086423   
0000979     0086423   
0000289     0086423   
0001373     0086617   
0000154     0086617   
0734368     0086617   
0484770     0086617   
0208772     0086617   
0001426     0083987   
0000298     0083987   
0002081     0083987   
0000024     0083987   
0002145     0083987   
0000658     0084707   
0000177     0084707   
0001493     0084707   
0439334     0084707   
0628273     0084707   
0001283     0084434   
0268297     0082158   
0369814     0082158   
0153182     0082158   
0002027     0082158   
0314776     0082158   
0000031     0082846   
0000020     0082846   
0000404     0082846   
0571630     0082846   
0001056     0082846   
0001545     0082031   
0591485     0082031   
0000024     0082031   
0280242     0082031   
0251708     0082031   
0000886     0082979   
0000473     0082979   
0001346     0082979   
0467085     0082979   
0000197     0082979   
0822972     0082979   
0000661     0081283   
0001546     0081283   
0002139     0081283   
0000459     0081283   
0001826     0081283   
0000134     0081398   
0001550     0081398   
0000582     0081398   
0898634     0081398   
0170225     0081398   
0000651     0080549   
0000169     0080549   
0375629     0080549   
0101992     0080549   
0026286     0080549   
0001673     0081150   
0494432     0081150   
0156187     0081150   
0005460     0081150   
0852118     0081150   
0000163     0079417   
0000658     0079417   
0000737     0079417   
0377888     0079417   
0003318     0079417   
0000398     0079638   
0000977     0079638   
0500038     0079638   
0385757     0079638   
0062642     0079638   
0000634     0078841   
0000511     0078841   
0002048     0078841   
0912001     0078841   
0246004     0078841   
0000134     0077416   
0001030     0077416   
0001698     0077416   
0000686     0077416   
0000658     0077416   
0000404     0077362   
0000685     0077362   
0001136     0077362   
0587340     0077362   
0001019     0077362   
0000404     0077289   
0000257     0077289   
0001749     0077289   
0000323     0077289   
0000527     0077289   
0000095     0075686   
0000473     0075686   
0731634     0075686   
0001406     0075686   
0800328     0075686   
0000377     0076095   
0556850     0076095   
0191944     0076095   
0070801     0076095   
0722315     0076095   
0000404     0076245   
0000603     0076245   
0001673     0076245   
0001703     0076245   
0001358     0076245   
0000230     0075148   
0001735     0075148   
0949350     0075148   
0001835     0075148   
0580565     0075148   
0001159     0074958   
0000034     0074958   
0002075     0074958   
0000380     0074958   
0011741     0074958   
0000163     0074119   
0000602     0074119   
0912001     0074119   
0000842     0074119   
0001358     0074119   
0001673     0074119   
0833152     0074958   
0000197     0073486   
0001221     0073486   
0714835     0073486   
0077720     0073486   
0110480     0073486   
0000527     0073766   
0122675     0073766   
0000907     0073766   
0580607     0073766   
0217935     0073766   
0000886     0073692   
0001046     0073692   
0000443     0073692   
0335519     0073692   
0912001     0073692   
0000199     0071562   
0000380     0071562   
0000473     0071562   
0000134     0071562   
0001030     0071562   
0138770     0071598   
0258089     0071598   
0074596     0071598   
0565731     0071598   
0518880     0071598   
0070592     0071115   
0000995     0071115   
0527501     0071115   
0124100     0071115   
0325959     0071115   
0001215     0071877   
0000002     0071877   
0000842     0071877   
0000006     0071877   
0000302     0071877   
0000493     0070640   
0318527     0070640   
0374348     0070640   
0123680     0070640   
0809514     0070640   
0001719     0070819   
0413559     0070819   
0000649     0070819   
0130282     0070819   
0511695     0070819   
0000961     0070509   
0905993     0070509   
0002144     0070509   
0065320     0070509   
0622553     0070509   
0641939     0070510   
0001575     0070510   
0001404     0070510   
0384916     0070510   
0425928     0070510   
0591485     0068327   
0001868     0068327   
0340926     0068327   
0001297     0068327   
0921202     0068327   
0000443     0068326   
0001902     0068326   
0373012     0068326   
0001274     0068326   
0912966     0068326   
0000432     0067116   
0721073     0067116   
0001702     0067116   
0516215     0067116   
0102566     0067116   
0000404     0067309   
0000661     0067309   
0162541     0067309   
0001702     0067309   
0873148     0067309   
0000961     0067328   
0000313     0067328   
0001732     0067328   
0424565     0067328   
0001458     0067328   
0001715     0066206   
0001500     0066206   
0950079     0066206   
0835021     0066206   
0517444     0066206   
0000869     0066579   
0001657     0066579   
0413559     0066579   
0511614     0066579   
0111376     0066579   
0000053     0066319   
0002145     0066319   
0427756     0066319   
0590055     0066319   
0571674     0066319   
0000044     0065377   
0001509     0065377   
0781029     0065377   
0000302     0065377   
0001421     0065377   
0371040     0065377   
0000163     0064665   
0000685     0064665   
0587249     0064665   
0569410     0064665   
0882853     0064665   
0000078     0065126   
0004794     0065126   
0200981     0065126   
0805317     0065126   
0000380     0065126   
0001749     0064840   
0827137     0064840   
0291512     0064840   
0413561     0064840   
0424743     0064840   
0000404     0065088   
0765546     0065088   
0948772     0065088   
0949574     0065088   
0000999     0065088   
0000527     0064117   
